model,dataset,query,l1_category,has_color,has_material,has_style,n_positives,ap10
BaseSigLIP,fashion200k,red aline dress pleated yoke front,dresses,True,False,True,2,0.6428571428571428
BaseSigLIP,fashion200k,black dotted fit flare dress,dresses,True,False,False,6,0.17037037037037037
BaseSigLIP,fashion200k,black 1 shoulder tank dress,dresses,True,False,False,3,0.0
BaseSigLIP,fashion200k,pink pleated fit-and-flare dress,dresses,True,False,True,2,0.0
BaseSigLIP,fashion200k,pink mia 3/4 surplice dress,dresses,True,False,False,5,0.29333333333333333
BaseSigLIP,fashion200k,orange embellished star moon sundress,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,blue foil dress,dresses,True,False,False,4,0.041666666666666664
BaseSigLIP,fashion200k,blue floral jacquard fit-and-flare dress,dresses,True,False,False,2,0.30952380952380953
BaseSigLIP,fashion200k,black mirage dress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,black rib tank dress,dresses,True,False,False,5,0.04
BaseSigLIP,fashion200k,white eyelet shift dress bell sleeves,dresses,True,False,False,2,1.0
BaseSigLIP,fashion200k,multicolor bell mini,other,True,False,True,2,0.0
BaseSigLIP,fashion200k,blue samantha long dress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,orange fringe hem slip dress,dresses,True,False,True,2,0.8333333333333333
BaseSigLIP,fashion200k,red chiffon self-tie wrap dress,dresses,True,True,True,4,0.8928571428571428
BaseSigLIP,fashion200k,white striped dress,dresses,True,False,False,6,0.0
BaseSigLIP,fashion200k,blue rib tank dress,dresses,True,False,False,4,0.75
BaseSigLIP,fashion200k,white trendy plus size trim sleeveless a-line dress,dresses,True,False,True,2,0.5
BaseSigLIP,fashion200k,white bella cut-out floral silk dress,dresses,True,True,False,5,0.8142857142857143
BaseSigLIP,fashion200k,red multi striped sheath dress,dresses,True,False,False,2,0.325
BaseSigLIP,fashion200k,multicolor pleated print dress,dresses,True,False,True,6,0.0
BaseSigLIP,fashion200k,pink high/low knit dress,dresses,True,True,False,5,0.0
BaseSigLIP,fashion200k,red contemporary metallic floral print cami dress,dresses,True,False,False,3,0.10833333333333334
BaseSigLIP,fashion200k,white frayed woven dress,dresses,True,True,False,5,1.0
BaseSigLIP,fashion200k,gray taylor dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,beige sophie dress,dresses,True,False,False,3,0.0
BaseSigLIP,fashion200k,white lace drop waist dress,dresses,True,True,False,2,0.0
BaseSigLIP,fashion200k,multicolor daisy floral dress,dresses,True,False,False,6,0.023809523809523808
BaseSigLIP,fashion200k,black picnic smocked off-the-shoulder jersey midi dress,dresses,True,True,True,5,0.22380952380952382
BaseSigLIP,fashion200k,multicolor tie back midi dress,dresses,True,False,True,2,0.75
BaseSigLIP,fashion200k,blue lace fit flare dress,dresses,True,True,False,3,0.15079365079365079
BaseSigLIP,fashion200k,green knee-length dress,dresses,True,False,False,2,0.0
BaseSigLIP,fashion200k,green lace shift dress,dresses,True,True,False,2,0.0
BaseSigLIP,fashion200k,white abstract print chiffon one-shoulder dress,dresses,True,True,False,2,0.5
BaseSigLIP,fashion200k,black colorblocked sheath dress,dresses,True,False,False,2,0.75
BaseSigLIP,fashion200k,green petite silk georgette v-neck dress,dresses,True,True,False,3,0.6984126984126983
BaseSigLIP,fashion200k,red ponte bow dress,dresses,True,False,False,3,0.5555555555555555
BaseSigLIP,fashion200k,gray bodycon dress,dresses,True,False,False,2,0.26785714285714285
BaseSigLIP,fashion200k,red stripe dress,dresses,True,False,False,8,0.0
BaseSigLIP,fashion200k,black ruffle hem dress,dresses,True,False,True,4,1.0
BaseSigLIP,fashion200k,teal petite printed jacquard fit-and-flare dress,dresses,True,False,False,3,0.05555555555555555
BaseSigLIP,fashion200k,green point collar shirtdress,dresses,True,False,False,2,0.26666666666666666
BaseSigLIP,fashion200k,blue tilda dress,dresses,True,False,False,3,0.0
BaseSigLIP,fashion200k,black silk pleated tunic dress,dresses,True,True,True,3,0.0
BaseSigLIP,fashion200k,blue petite handkerchief-hem wrap dress,dresses,True,False,True,4,0.03571428571428571
BaseSigLIP,fashion200k,black floral-print faux-wrap sleeveless chiffon dress,dresses,True,True,True,2,0.8333333333333333
BaseSigLIP,fashion200k,white henley rayon twill double layer dress,dresses,True,False,False,4,0.8611111111111112
BaseSigLIP,fashion200k,beige grace cut out swing dress,dresses,True,False,False,7,0.0
BaseSigLIP,fashion200k,multicolor aldridge tube dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,multicolor v-neck dot fit-and-flare midi dress,dresses,True,False,True,2,1.0
BaseSigLIP,fashion200k,black print sweatshirt dress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,beige romy dress,dresses,True,False,False,2,0.0
BaseSigLIP,fashion200k,white sweetheart contrast neck mid dress,dresses,True,False,False,3,0.6666666666666666
BaseSigLIP,fashion200k,beige jersey v-back dress,dresses,True,True,False,4,0.03571428571428571
BaseSigLIP,fashion200k,beige silk pleated double layer dress,dresses,True,True,True,3,0.24444444444444446
BaseSigLIP,fashion200k,white ella dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,white pleated dress,dresses,True,False,True,4,0.75
BaseSigLIP,fashion200k,black tunic dress,dresses,True,False,False,2,0.0
BaseSigLIP,fashion200k,multicolor ruby paisley mini wrap dress,dresses,True,False,True,12,0.6
BaseSigLIP,fashion200k,beige v-neck scalloped tier sheath dress,dresses,True,False,False,2,0.6
BaseSigLIP,fashion200k,beige scarlett dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,black curve dress hem kimono sleeve,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,gray midi tank dress,dresses,True,False,True,5,0.5433333333333333
BaseSigLIP,fashion200k,floral button front dress,dresses,False,False,False,8,0.3625
BaseSigLIP,fashion200k,white my dress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,blue abstract floral-print sheath dress,dresses,True,False,False,2,0.25
BaseSigLIP,fashion200k,pink watercolor pineapple tank dress,dresses,True,False,False,5,0.7333333333333333
BaseSigLIP,fashion200k,pink tulum dress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,blue abstract print seamed fit-and-flare dress,dresses,True,False,False,2,0.6111111111111112
BaseSigLIP,fashion200k,brown sweatshirt dress,dresses,True,False,False,3,0.1619047619047619
BaseSigLIP,fashion200k,gray ribbed cami slip dress,dresses,True,False,True,6,0.5
BaseSigLIP,fashion200k,white a-line lace dress,dresses,True,True,True,5,0.0
BaseSigLIP,fashion200k,black petite grid print dress,dresses,True,False,False,3,1.0
BaseSigLIP,fashion200k,orange cady selena slit dress,dresses,True,False,False,4,0.25
BaseSigLIP,fashion200k,black cotton strap dress,dresses,True,True,False,3,0.8095238095238094
BaseSigLIP,fashion200k,blue tilda v back dress,dresses,True,False,False,2,0.0
BaseSigLIP,fashion200k,white wave hem shift dress,dresses,True,False,False,4,0.025
BaseSigLIP,fashion200k,red high-neck draped dress,dresses,True,False,True,6,0.0
BaseSigLIP,fashion200k,blue alice denim dungaree pinafore dress,dresses,True,True,False,8,0.346875
BaseSigLIP,fashion200k,blue geometric printed crepe wrap shift dress,dresses,True,False,True,17,0.7068253968253967
BaseSigLIP,fashion200k,black spot dress,dresses,True,False,False,7,0.5083333333333333
BaseSigLIP,fashion200k,green jersey t-shirt dress,dresses,True,True,False,4,0.09821428571428571
BaseSigLIP,fashion200k,black tie front midi dress,dresses,True,False,True,3,0.0
BaseSigLIP,fashion200k,blue tiered dress,dresses,True,False,True,3,0.7916666666666666
BaseSigLIP,fashion200k,blue oriental ikat dress,dresses,True,False,False,3,0.0
BaseSigLIP,fashion200k,yellow printed silk t-shirt dress black,dresses,True,True,False,22,0.016666666666666666
BaseSigLIP,fashion200k,silver large sequin strappy midi dress,dresses,True,True,True,4,0.95
BaseSigLIP,fashion200k,blue lace fit-and-flare dress,dresses,True,True,False,2,0.0
BaseSigLIP,fashion200k,black overlay lace mini dress,dresses,True,True,True,27,0.0
BaseSigLIP,fashion200k,blue embroidered dress,dresses,True,True,False,4,0.025
BaseSigLIP,fashion200k,white shirt dress hem,dresses,True,False,False,4,0.95
BaseSigLIP,fashion200k,pink x revolve like it hot dress,dresses,True,False,False,4,0.4833333333333333
BaseSigLIP,fashion200k,blue denim shift dress,dresses,True,True,False,7,0.09501133786848072
BaseSigLIP,fashion200k,blue petite ikat linen sheath dress,dresses,True,True,False,4,0.6071428571428571
BaseSigLIP,fashion200k,white waist tie midi dress,dresses,True,False,True,2,0.0
BaseSigLIP,fashion200k,black tea-length midi lace dress,dresses,True,True,True,2,0.0625
BaseSigLIP,fashion200k,beige stretch cotton linen dress,dresses,True,True,False,4,0.49652777777777773
BaseSigLIP,fashion200k,white crochet dress,dresses,True,True,False,4,1.0
BaseSigLIP,fashion200k,black draped tie dye dress,dresses,True,False,True,3,0.0
BaseSigLIP,fashion200k,blue floral-print silk dress,dresses,True,True,False,8,0.0
BaseSigLIP,fashion200k,gray layered dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,gray pink satin floral nightgown,dresses,True,True,False,2,0.0
BaseSigLIP,fashion200k,brown cutout slip dress,dresses,True,False,False,5,0.7683333333333333
BaseSigLIP,fashion200k,teal cotton gingham shirt dress,dresses,True,True,False,3,1.0
BaseSigLIP,fashion200k,blue embroidered shirtdress,dresses,True,True,False,5,0.0
BaseSigLIP,fashion200k,black megan animal print caftan dress,dresses,True,False,False,8,0.975
BaseSigLIP,fashion200k,blue lace up beach dress,dresses,True,True,False,3,0.0
BaseSigLIP,fashion200k,red lola tunic,tops,True,False,False,4,0.0
BaseSigLIP,fashion200k,black embroidered applique grid lace dress,dresses,True,True,False,3,0.047619047619047616
BaseSigLIP,fashion200k,multicolor intarsia ribbed knit dress,dresses,True,True,True,4,0.47916666666666663
BaseSigLIP,fashion200k,blue knit shift dress,dresses,True,True,False,2,0.0
BaseSigLIP,fashion200k,blue chambray dress scalloped detail,dresses,True,False,False,3,0.4444444444444444
BaseSigLIP,fashion200k,blue chiffon drape overlay,other,True,True,False,4,1.0
BaseSigLIP,fashion200k,white usa cotton polo dress,dresses,True,True,False,3,1.0
BaseSigLIP,fashion200k,floral fit-and-flare scuba dress,dresses,False,False,False,2,0.18253968253968253
BaseSigLIP,fashion200k,blue denim shirt dress,dresses,True,True,False,7,0.1445578231292517
BaseSigLIP,fashion200k,blue floral-print three-quarter sleeve shift dress,dresses,True,False,False,2,0.0
BaseSigLIP,fashion200k,red aldridge dress,dresses,True,False,False,4,0.14583333333333331
BaseSigLIP,fashion200k,black scuba sleeveless shirtdress,dresses,True,False,False,4,0.6220238095238095
BaseSigLIP,fashion200k,black knee-length dress,dresses,True,False,False,6,0.0
BaseSigLIP,fashion200k,gray wrap dress,dresses,True,False,True,3,1.0
BaseSigLIP,fashion200k,black sleeveless mock-neck polka-dot shift dress,dresses,True,False,False,7,1.0
BaseSigLIP,fashion200k,blue trendy plus size crocheted dress,dresses,True,False,True,2,1.0
BaseSigLIP,fashion200k,multicolor gigi mixed print t-back frock dress,dresses,True,False,False,6,0.0
BaseSigLIP,fashion200k,orange zip pocket shift dress,dresses,True,False,False,2,1.0
BaseSigLIP,fashion200k,black western embroidered plaid dress,dresses,True,True,False,4,1.0
BaseSigLIP,fashion200k,pink salon cutwork scallop back aline mini dress,dresses,True,False,True,3,0.3
BaseSigLIP,fashion200k,white toni sleeveless dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,blue gingham cotton shirtdress,dresses,True,True,False,2,0.5833333333333333
BaseSigLIP,fashion200k,black shirt dress,dresses,True,False,False,2,0.0
BaseSigLIP,fashion200k,pink bandeau dress duster co-ord set,dresses,True,False,False,3,0.9166666666666666
BaseSigLIP,fashion200k,red broderie anglaise shirt dress,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,multicolor multi cape stripe shirtdress,outerwear,True,False,False,2,0.41666666666666663
BaseSigLIP,fashion200k,black 3/4 length dress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,green my dress,dresses,True,False,False,8,0.7956845238095237
BaseSigLIP,fashion200k,gray tie collar dress,dresses,True,False,False,4,0.3875
BaseSigLIP,fashion200k,blue gingham dress,dresses,True,False,False,3,0.06666666666666667
BaseSigLIP,fashion200k,blue overall dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,red scarf print dress,dresses,True,False,False,2,1.0
BaseSigLIP,fashion200k,black palm print ruched sheath dress,dresses,True,False,False,3,1.0
BaseSigLIP,fashion200k,black naya dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,black high boat neck dress,dresses,True,False,False,2,0.0
BaseSigLIP,fashion200k,red petite print belted sheath dress,dresses,True,False,False,3,1.0
BaseSigLIP,fashion200k,blue button down tie waist denim effect dress,dresses,True,True,False,4,0.05
BaseSigLIP,fashion200k,blue bodycon dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,red striped ponte sheath dress,dresses,True,False,False,2,0.8333333333333333
BaseSigLIP,fashion200k,blue mock neck halter dress,dresses,True,False,False,5,0.76
BaseSigLIP,fashion200k,beige petite asymmetric mini dress kimono sleeves,dresses,True,False,True,3,0.05555555555555555
BaseSigLIP,fashion200k,black embroidered dress,dresses,True,True,False,4,0.0
BaseSigLIP,fashion200k,black buttoned dress,dresses,True,False,False,3,0.0
BaseSigLIP,fashion200k,floral print chain halter dress,dresses,False,False,False,3,1.0
BaseSigLIP,fashion200k,black amy ruffle cold shoulder swing dress,dresses,True,False,True,4,0.14583333333333331
BaseSigLIP,fashion200k,black open shoulder dress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,red kelly strappy swing dress,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,black crystal dress,dresses,True,False,False,2,0.1736111111111111
BaseSigLIP,fashion200k,white lace fit-&-flare dress,dresses,True,True,False,2,0.25
BaseSigLIP,fashion200k,black shift dress,dresses,True,False,False,2,0.29166666666666663
BaseSigLIP,fashion200k,white scarlett dress,dresses,True,False,False,4,0.09821428571428571
BaseSigLIP,fashion200k,black embellished neckline cape sheath dress,outerwear,True,False,False,2,1.0
BaseSigLIP,fashion200k,black gold ruffle cap sleeve shift dress,dresses,True,False,True,2,1.0
BaseSigLIP,fashion200k,black panel dress,dresses,True,False,False,3,0.06666666666666667
BaseSigLIP,fashion200k,green transparent dress,dresses,True,False,False,16,0.36476190476190473
BaseSigLIP,fashion200k,floral lace midi dress pink,dresses,True,True,True,4,0.7333333333333333
BaseSigLIP,fashion200k,white esme spaghetti strap tie-dye dress,dresses,True,False,False,4,0.6220238095238095
BaseSigLIP,fashion200k,black cotton embroidered dress,dresses,True,True,False,3,0.0
BaseSigLIP,fashion200k,white maternity shirred tee dress,dresses,True,False,False,5,1.0
BaseSigLIP,fashion200k,black sleeveless peasant dress,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,black dress textured tailored dress,dresses,True,False,True,6,0.016666666666666666
BaseSigLIP,fashion200k,blue indigo chambray dress,dresses,True,False,False,4,0.0625
BaseSigLIP,fashion200k,black paris print sweatshirt dress,dresses,True,False,False,4,0.20833333333333331
BaseSigLIP,fashion200k,black a-line sleeveless dress,dresses,True,False,True,5,0.0
BaseSigLIP,fashion200k,blue off-the-shoulder poplin dress,dresses,True,False,False,15,0.6308730158730158
BaseSigLIP,fashion200k,gray diana midi belted shirt dress,dresses,True,False,True,3,0.16666666666666666
BaseSigLIP,fashion200k,pink button-front pleat dress,dresses,True,False,False,2,0.5
BaseSigLIP,fashion200k,blue boutique jessica open front denim dress,dresses,True,True,False,3,0.6388888888888888
BaseSigLIP,fashion200k,blue chambray shift dress,dresses,True,False,False,2,0.25
BaseSigLIP,fashion200k,gray metallic floral lace sheath dress,dresses,True,True,False,2,1.0
BaseSigLIP,fashion200k,blue jodie dress,dresses,True,False,False,4,0.08333333333333333
BaseSigLIP,fashion200k,black zip dress,dresses,True,False,False,6,0.0
BaseSigLIP,fashion200k,white embroidered sleeveless sheath dress,dresses,True,True,False,4,0.75
BaseSigLIP,fashion200k,black a-line dress,dresses,True,False,True,4,0.0
BaseSigLIP,fashion200k,red tilda paisley-print midi dress,dresses,True,False,True,5,0.9666666666666666
BaseSigLIP,fashion200k,blue cap-sleeve metallic silk organza fit-and-flare dress,dresses,True,True,False,5,0.11666666666666665
BaseSigLIP,fashion200k,multicolor abstract print a-line dress,dresses,True,False,True,2,0.0
BaseSigLIP,fashion200k,floral knee-length dress,dresses,False,False,False,2,0.0
BaseSigLIP,fashion200k,black striped fit-and-flare dress,dresses,True,False,False,5,0.42000000000000004
BaseSigLIP,fashion200k,gray knee-length dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,black boutique ari sequin open back midi dress,dresses,True,True,True,4,0.95
BaseSigLIP,fashion200k,black petite printed seamed matte jersey dress,dresses,True,True,False,4,0.0625
BaseSigLIP,fashion200k,purple toni sleeveless dress,dresses,True,False,False,8,0.35277777777777775
BaseSigLIP,fashion200k,beige lily wrap dress,dresses,True,False,True,2,0.25
BaseSigLIP,fashion200k,blue floral sateen shirtdress,dresses,True,False,False,8,0.4245535714285715
BaseSigLIP,fashion200k,blue eve lace scallop open back midi dress,dresses,True,True,True,2,0.1
BaseSigLIP,fashion200k,gray empire dress,dresses,True,False,False,12,0.0
BaseSigLIP,fashion200k,white embroidered dress,dresses,True,True,False,4,0.0
BaseSigLIP,fashion200k,pink 3/4 sleeve cut out fitted dress,dresses,True,False,True,4,0.125
BaseSigLIP,fashion200k,blue short-sleeved silk dress,dresses,True,True,False,4,0.125
BaseSigLIP,fashion200k,purple empire flute dress,dresses,True,False,False,11,0.0
BaseSigLIP,fashion200k,blue slow down dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,white drape neck lace dress,dresses,True,True,False,2,0.0
BaseSigLIP,fashion200k,black sleeveless shift dress,dresses,True,False,False,6,0.0
BaseSigLIP,fashion200k,white embellished sheath dress,dresses,True,False,False,2,0.19444444444444442
BaseSigLIP,fashion200k,blue chiffon dress,dresses,True,True,False,3,0.0
BaseSigLIP,fashion200k,red night slip dress,dresses,True,False,False,2,0.25
BaseSigLIP,fashion200k,red twisted poplin wrap dress,dresses,True,False,True,5,0.8
BaseSigLIP,fashion200k,black lace trim buttoned dress,dresses,True,True,False,4,0.31875
BaseSigLIP,fashion200k,blue lace paisley sheath dress,dresses,True,True,False,6,0.3333333333333333
BaseSigLIP,fashion200k,pink chevron jacquard sheath dress,dresses,True,False,False,3,1.0
BaseSigLIP,fashion200k,black striped shift dress,dresses,True,False,False,7,0.16581632653061223
BaseSigLIP,fashion200k,blue seamed a-line dress,dresses,True,False,True,2,0.0625
BaseSigLIP,fashion200k,red strappy-back skater dress,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,yellow printed crepe dress,dresses,True,False,False,4,0.25
BaseSigLIP,fashion200k,blue embellished crepe shift dress,dresses,True,False,False,3,0.38690476190476186
BaseSigLIP,fashion200k,white stripe skater dress,dresses,True,False,False,4,0.8303571428571428
BaseSigLIP,fashion200k,black midi tank dress,dresses,True,False,True,5,0.14444444444444443
BaseSigLIP,fashion200k,white clara embroidered chiffon trapeze dress slip,dresses,True,True,False,5,0.0
BaseSigLIP,fashion200k,gray viscose dress,dresses,True,False,False,2,0.0
BaseSigLIP,fashion200k,blue bell-sleeve wrap-front denim dress,dresses,True,True,True,2,1.0
BaseSigLIP,fashion200k,green double layer tank dress,dresses,True,False,False,4,0.6
BaseSigLIP,fashion200k,red gingham midi shirt dress,dresses,True,False,True,2,0.16666666666666666
BaseSigLIP,fashion200k,black two-toned jersey dress,dresses,True,True,False,4,0.08125
BaseSigLIP,fashion200k,pink new jeanne geo-print wrap dress,dresses,True,False,True,5,0.7295238095238095
BaseSigLIP,fashion200k,red cotton sweatshirt dress chiffon hem,dresses,True,True,False,5,1.0
BaseSigLIP,fashion200k,black olivia off-the-shoulder gingham dress,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,blue double knit jersey sleeveless dress,dresses,True,True,False,2,0.25
BaseSigLIP,fashion200k,black logo print sweatshirt dress,dresses,True,False,False,7,0.42585034013605444
BaseSigLIP,fashion200k,black double knit jersey dress,dresses,True,True,False,3,0.0
BaseSigLIP,fashion200k,black sleeveless mock neck swing dress,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,beige into you slip dress,dresses,True,False,False,3,0.0
BaseSigLIP,fashion200k,blue chiffon mock neck trapeze dress,dresses,True,True,False,3,0.4444444444444444
BaseSigLIP,fashion200k,multicolor floral print shirt dress,dresses,True,False,False,5,0.6
BaseSigLIP,fashion200k,blue gigi shirtdress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,black silk dress,dresses,True,True,False,2,0.0
BaseSigLIP,fashion200k,silver metallic floral poplin shirt dress,dresses,True,False,False,3,0.40740740740740744
BaseSigLIP,fashion200k,beige day dress,dresses,True,False,False,3,0.0
BaseSigLIP,fashion200k,green floral cotton jersey dress,dresses,True,True,False,5,0.8
BaseSigLIP,fashion200k,gray maria dress,dresses,True,False,False,5,0.0
BaseSigLIP,fashion200k,red eyelet cutout dress,dresses,True,False,False,4,1.0
BaseSigLIP,fashion200k,black cutout crepe mini dress,dresses,True,False,True,7,0.2857142857142857
BaseSigLIP,fashion200k,black french terry dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,multicolor autumn strappy dress,dresses,True,False,False,4,0.0
BaseSigLIP,fashion200k,blue harlie cutout pleated fit-and-flare dress,dresses,True,False,True,2,1.0
BaseSigLIP,fashion200k,blue gingham pinafore dress,dresses,True,False,False,5,0.9266666666666665
BaseSigLIP,fashion200k,blue scalloped surplice v-neck fit-and-flare dress,dresses,True,False,False,2,0.125
BaseSigLIP,fashion200k,black embroidered cotton poplin dress,dresses,True,True,False,4,1.0
BaseSigLIP,fashion200k,white eyelet fit-and-flare dress,dresses,True,False,False,2,0.8333333333333333
BaseSigLIP,fashion200k,blue lace up hi-low hem shirt dress,dresses,True,True,False,2,0.5
BaseSigLIP,fashion200k,blue tegan silk dress,dresses,True,True,False,3,0.0
BaseSigLIP,fashion200k,red plus short-sleeve eyelet shift dress,dresses,True,False,False,2,0.325
BaseSigLIP,fashion200k,pink large grommet lace up eyelet shift dress,dresses,True,True,False,2,0.6666666666666666
BaseSigLIP,fashion200k,black overall dress,dresses,True,False,False,5,0.02
BaseSigLIP,fashion200k,white wrap-front silk dress,dresses,True,True,True,3,0.8055555555555555
BaseSigLIP,fashion200k,multicolor striped polo shirt dress,dresses,True,False,False,5,0.9666666666666666
BaseSigLIP,fashion200k,white floral print tie neck dress,dresses,True,False,False,2,0.0
