model,dataset,query,l1_category,has_color,has_material,has_style,n_positives,ap10
FashionSigLIP,fashion200k,multicolor tie back midi dress,dresses,True,False,True,2,0.5
FashionSigLIP,fashion200k,blue lace fit flare dress,dresses,True,True,False,3,0.1037037037037037
FashionSigLIP,fashion200k,green knee-length dress,dresses,True,False,False,2,0.0
FashionSigLIP,fashion200k,green lace shift dress,dresses,True,True,False,2,0.0
FashionSigLIP,fashion200k,white abstract print chiffon one-shoulder dress,dresses,True,True,False,2,0.8333333333333333
FashionSigLIP,fashion200k,black colorblocked sheath dress,dresses,True,False,False,2,0.29166666666666663
FashionSigLIP,fashion200k,green petite silk georgette v-neck dress,dresses,True,True,False,3,0.5873015873015873
FashionSigLIP,fashion200k,red ponte bow dress,dresses,True,False,False,3,0.6666666666666666
FashionSigLIP,fashion200k,gray bodycon dress,dresses,True,False,False,2,0.41666666666666663
FashionSigLIP,fashion200k,red stripe dress,dresses,True,False,False,8,0.0
FashionSigLIP,fashion200k,black ruffle hem dress,dresses,True,False,True,4,1.0
FashionSigLIP,fashion200k,teal petite printed jacquard fit-and-flare dress,dresses,True,False,False,3,0.08333333333333333
FashionSigLIP,fashion200k,green point collar shirtdress,dresses,True,False,False,2,0.3666666666666667
FashionSigLIP,fashion200k,blue tilda dress,dresses,True,False,False,3,0.0
FashionSigLIP,fashion200k,black silk pleated tunic dress,dresses,True,True,True,3,0.047619047619047616
FashionSigLIP,fashion200k,blue petite handkerchief-hem wrap dress,dresses,True,False,True,4,0.7678571428571428
FashionSigLIP,fashion200k,black floral-print faux-wrap sleeveless chiffon dress,dresses,True,True,True,2,0.8333333333333333
FashionSigLIP,fashion200k,white henley rayon twill double layer dress,dresses,True,False,False,4,0.69375
FashionSigLIP,fashion200k,beige grace cut out swing dress,dresses,True,False,False,7,0.0
FashionSigLIP,fashion200k,multicolor aldridge tube dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,multicolor v-neck dot fit-and-flare midi dress,dresses,True,False,True,2,1.0
FashionSigLIP,fashion200k,black print sweatshirt dress,dresses,True,False,False,5,0.0
FashionSigLIP,fashion200k,beige romy dress,dresses,True,False,False,2,0.0
FashionSigLIP,fashion200k,white sweetheart contrast neck mid dress,dresses,True,False,False,3,0.6666666666666666
FashionSigLIP,fashion200k,beige jersey v-back dress,dresses,True,True,False,4,0.375
FashionSigLIP,fashion200k,beige silk pleated double layer dress,dresses,True,True,True,3,0.3194444444444444
FashionSigLIP,fashion200k,white ella dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,white pleated dress,dresses,True,False,True,4,0.75
FashionSigLIP,fashion200k,black tunic dress,dresses,True,False,False,2,0.0
FashionSigLIP,fashion200k,multicolor ruby paisley mini wrap dress,dresses,True,False,True,12,0.6
FashionSigLIP,fashion200k,beige v-neck scalloped tier sheath dress,dresses,True,False,False,2,0.5
FashionSigLIP,fashion200k,beige scarlett dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,black curve dress hem kimono sleeve,dresses,True,False,False,4,1.0
FashionSigLIP,fashion200k,gray midi tank dress,dresses,True,False,True,5,0.3746031746031746
FashionSigLIP,fashion200k,floral button front dress,dresses,False,False,False,8,0.25
FashionSigLIP,fashion200k,white my dress,dresses,True,False,False,5,0.4333333333333333
FashionSigLIP,fashion200k,blue abstract floral-print sheath dress,dresses,True,False,False,2,0.5833333333333333
FashionSigLIP,fashion200k,pink watercolor pineapple tank dress,dresses,True,False,False,5,0.7
FashionSigLIP,fashion200k,pink tulum dress,dresses,True,False,False,5,0.0
FashionSigLIP,fashion200k,blue abstract print seamed fit-and-flare dress,dresses,True,False,False,2,0.0625
FashionSigLIP,fashion200k,brown sweatshirt dress,dresses,True,False,False,3,0.12962962962962962
FashionSigLIP,fashion200k,gray ribbed cami slip dress,dresses,True,False,True,6,0.5
FashionSigLIP,fashion200k,white a-line lace dress,dresses,True,True,True,5,0.0
FashionSigLIP,fashion200k,black petite grid print dress,dresses,True,False,False,3,1.0
FashionSigLIP,fashion200k,orange cady selena slit dress,dresses,True,False,False,4,0.41666666666666663
FashionSigLIP,fashion200k,black cotton strap dress,dresses,True,True,False,3,1.0
FashionSigLIP,fashion200k,blue tilda v back dress,dresses,True,False,False,2,0.29166666666666663
FashionSigLIP,fashion200k,white wave hem shift dress,dresses,True,False,False,4,0.14583333333333331
FashionSigLIP,fashion200k,red high-neck draped dress,dresses,True,False,True,6,0.0
FashionSigLIP,fashion200k,blue alice denim dungaree pinafore dress,dresses,True,True,False,8,0.20937499999999998
FashionSigLIP,fashion200k,blue geometric printed crepe wrap shift dress,dresses,True,False,True,17,0.5577777777777777
FashionSigLIP,fashion200k,black spot dress,dresses,True,False,False,7,0.7273809523809524
FashionSigLIP,fashion200k,green jersey t-shirt dress,dresses,True,True,False,4,0.025
FashionSigLIP,fashion200k,black tie front midi dress,dresses,True,False,True,3,0.0
FashionSigLIP,fashion200k,blue tiered dress,dresses,True,False,True,3,0.8055555555555555
FashionSigLIP,fashion200k,blue oriental ikat dress,dresses,True,False,False,3,0.0
FashionSigLIP,fashion200k,yellow printed silk t-shirt dress black,dresses,True,True,False,22,0.05
FashionSigLIP,fashion200k,silver large sequin strappy midi dress,dresses,True,True,True,4,1.0
FashionSigLIP,fashion200k,blue lace fit-and-flare dress,dresses,True,True,False,2,0.225
FashionSigLIP,fashion200k,black overlay lace mini dress,dresses,True,True,True,27,0.0
FashionSigLIP,fashion200k,blue embroidered dress,dresses,True,True,False,4,0.027777777777777776
FashionSigLIP,fashion200k,white shirt dress hem,dresses,True,False,False,4,0.95
FashionSigLIP,fashion200k,pink x revolve like it hot dress,dresses,True,False,False,4,0.29583333333333334
FashionSigLIP,fashion200k,blue denim shift dress,dresses,True,True,False,7,0.2650226757369615
FashionSigLIP,fashion200k,blue petite ikat linen sheath dress,dresses,True,True,False,4,0.3964285714285714
FashionSigLIP,fashion200k,white waist tie midi dress,dresses,True,False,True,2,0.0
FashionSigLIP,fashion200k,black tea-length midi lace dress,dresses,True,True,True,2,0.0
FashionSigLIP,fashion200k,beige stretch cotton linen dress,dresses,True,True,False,4,0.20833333333333331
FashionSigLIP,fashion200k,white crochet dress,dresses,True,True,False,4,1.0
FashionSigLIP,fashion200k,black draped tie dye dress,dresses,True,False,True,3,0.0
FashionSigLIP,fashion200k,blue floral-print silk dress,dresses,True,True,False,8,0.0
FashionSigLIP,fashion200k,gray layered dress,dresses,True,False,False,4,0.03125
FashionSigLIP,fashion200k,gray pink satin floral nightgown,dresses,True,True,False,2,0.0
FashionSigLIP,fashion200k,brown cutout slip dress,dresses,True,False,False,5,0.4533333333333333
FashionSigLIP,fashion200k,teal cotton gingham shirt dress,dresses,True,True,False,3,1.0
FashionSigLIP,fashion200k,blue embroidered shirtdress,dresses,True,True,False,5,0.0
FashionSigLIP,fashion200k,black megan animal print caftan dress,dresses,True,False,False,8,1.0
FashionSigLIP,fashion200k,blue lace up beach dress,dresses,True,True,False,3,0.0
FashionSigLIP,fashion200k,red lola tunic,tops,True,False,False,4,0.10555555555555556
FashionSigLIP,fashion200k,black embroidered applique grid lace dress,dresses,True,True,False,3,0.0
FashionSigLIP,fashion200k,multicolor intarsia ribbed knit dress,dresses,True,True,True,4,0.2738095238095238
FashionSigLIP,fashion200k,blue knit shift dress,dresses,True,True,False,2,0.0
FashionSigLIP,fashion200k,blue chambray dress scalloped detail,dresses,True,False,False,3,0.8095238095238094
FashionSigLIP,fashion200k,blue chiffon drape overlay,other,True,True,False,4,1.0
FashionSigLIP,fashion200k,white usa cotton polo dress,dresses,True,True,False,3,1.0
FashionSigLIP,fashion200k,floral fit-and-flare scuba dress,dresses,False,False,False,2,0.05
FashionSigLIP,fashion200k,blue denim shirt dress,dresses,True,True,False,7,0.38095238095238093
FashionSigLIP,fashion200k,blue floral-print three-quarter sleeve shift dress,dresses,True,False,False,2,0.0
FashionSigLIP,fashion200k,red aldridge dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,black scuba sleeveless shirtdress,dresses,True,False,False,4,0.26041666666666663
FashionSigLIP,fashion200k,black knee-length dress,dresses,True,False,False,6,0.0
FashionSigLIP,fashion200k,gray wrap dress,dresses,True,False,True,3,1.0
FashionSigLIP,fashion200k,black sleeveless mock-neck polka-dot shift dress,dresses,True,False,False,7,1.0
FashionSigLIP,fashion200k,blue trendy plus size crocheted dress,dresses,True,False,True,2,0.5833333333333333
FashionSigLIP,fashion200k,multicolor gigi mixed print t-back frock dress,dresses,True,False,False,6,0.0
FashionSigLIP,fashion200k,orange zip pocket shift dress,dresses,True,False,False,2,0.8333333333333333
FashionSigLIP,fashion200k,black western embroidered plaid dress,dresses,True,True,False,4,0.95
FashionSigLIP,fashion200k,pink salon cutwork scallop back aline mini dress,dresses,True,False,True,3,0.2888888888888889
FashionSigLIP,fashion200k,white toni sleeveless dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,blue gingham cotton shirtdress,dresses,True,True,False,2,0.5833333333333333
FashionSigLIP,fashion200k,black shirt dress,dresses,True,False,False,2,0.0
FashionSigLIP,fashion200k,pink bandeau dress duster co-ord set,dresses,True,False,False,3,0.8666666666666667
FashionSigLIP,fashion200k,red broderie anglaise shirt dress,dresses,True,False,False,4,1.0
FashionSigLIP,fashion200k,multicolor multi cape stripe shirtdress,outerwear,True,False,False,2,0.0
FashionSigLIP,fashion200k,black 3/4 length dress,dresses,True,False,False,5,0.0
FashionSigLIP,fashion200k,green my dress,dresses,True,False,False,8,0.16909722222222223
FashionSigLIP,fashion200k,gray tie collar dress,dresses,True,False,False,4,0.3214285714285714
FashionSigLIP,fashion200k,blue gingham dress,dresses,True,False,False,3,0.047619047619047616
FashionSigLIP,fashion200k,blue overall dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,red scarf print dress,dresses,True,False,False,2,0.8333333333333333
FashionSigLIP,fashion200k,black palm print ruched sheath dress,dresses,True,False,False,3,1.0
FashionSigLIP,fashion200k,black naya dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,black high boat neck dress,dresses,True,False,False,2,0.0
FashionSigLIP,fashion200k,red petite print belted sheath dress,dresses,True,False,False,3,1.0
FashionSigLIP,fashion200k,blue button down tie waist denim effect dress,dresses,True,True,False,4,0.025
FashionSigLIP,fashion200k,blue bodycon dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,red striped ponte sheath dress,dresses,True,False,False,2,0.8333333333333333
FashionSigLIP,fashion200k,blue mock neck halter dress,dresses,True,False,False,5,0.3972222222222222
FashionSigLIP,fashion200k,beige petite asymmetric mini dress kimono sleeves,dresses,True,False,True,3,0.037037037037037035
FashionSigLIP,fashion200k,black embroidered dress,dresses,True,True,False,4,0.0
FashionSigLIP,fashion200k,black buttoned dress,dresses,True,False,False,3,0.0
FashionSigLIP,fashion200k,floral print chain halter dress,dresses,False,False,False,3,1.0
FashionSigLIP,fashion200k,black amy ruffle cold shoulder swing dress,dresses,True,False,True,4,0.09821428571428571
FashionSigLIP,fashion200k,black open shoulder dress,dresses,True,False,False,5,0.0
FashionSigLIP,fashion200k,red kelly strappy swing dress,dresses,True,False,False,4,0.44166666666666665
FashionSigLIP,fashion200k,black crystal dress,dresses,True,False,False,2,0.26666666666666666
FashionSigLIP,fashion200k,white lace fit-&-flare dress,dresses,True,True,False,2,0.17142857142857143
FashionSigLIP,fashion200k,black shift dress,dresses,True,False,False,2,0.5833333333333333
FashionSigLIP,fashion200k,white scarlett dress,dresses,True,False,False,4,0.025
FashionSigLIP,fashion200k,black embellished neckline cape sheath dress,outerwear,True,False,False,2,1.0
FashionSigLIP,fashion200k,black gold ruffle cap sleeve shift dress,dresses,True,False,True,2,1.0
FashionSigLIP,fashion200k,black panel dress,dresses,True,False,False,3,0.037037037037037035
FashionSigLIP,fashion200k,green transparent dress,dresses,True,False,False,16,0.4714285714285714
FashionSigLIP,fashion200k,floral lace midi dress pink,dresses,True,True,True,4,0.7708333333333333
FashionSigLIP,fashion200k,white esme spaghetti strap tie-dye dress,dresses,True,False,False,4,0.025
FashionSigLIP,fashion200k,black cotton embroidered dress,dresses,True,True,False,3,0.0
FashionSigLIP,fashion200k,white maternity shirred tee dress,dresses,True,False,False,5,1.0
FashionSigLIP,fashion200k,black sleeveless peasant dress,dresses,True,False,False,4,1.0
FashionSigLIP,fashion200k,black dress textured tailored dress,dresses,True,False,True,6,0.0
FashionSigLIP,fashion200k,blue indigo chambray dress,dresses,True,False,False,4,0.03125
FashionSigLIP,fashion200k,black paris print sweatshirt dress,dresses,True,False,False,4,0.41666666666666663
FashionSigLIP,fashion200k,black a-line sleeveless dress,dresses,True,False,True,5,0.025
FashionSigLIP,fashion200k,blue off-the-shoulder poplin dress,dresses,True,False,False,15,0.5308730158730158
FashionSigLIP,fashion200k,gray diana midi belted shirt dress,dresses,True,False,True,3,0.08333333333333333
FashionSigLIP,fashion200k,pink button-front pleat dress,dresses,True,False,False,2,0.5
FashionSigLIP,fashion200k,blue boutique jessica open front denim dress,dresses,True,True,False,3,0.8055555555555555
FashionSigLIP,fashion200k,blue chambray shift dress,dresses,True,False,False,2,1.0
FashionSigLIP,fashion200k,gray metallic floral lace sheath dress,dresses,True,True,False,2,1.0
FashionSigLIP,fashion200k,blue jodie dress,dresses,True,False,False,4,0.041666666666666664
FashionSigLIP,fashion200k,black zip dress,dresses,True,False,False,6,0.0
FashionSigLIP,fashion200k,white embroidered sleeveless sheath dress,dresses,True,True,False,4,0.75
FashionSigLIP,fashion200k,black a-line dress,dresses,True,False,True,4,0.0
FashionSigLIP,fashion200k,red tilda paisley-print midi dress,dresses,True,False,True,5,0.9666666666666666
FashionSigLIP,fashion200k,blue cap-sleeve metallic silk organza fit-and-flare dress,dresses,True,True,False,5,0.9666666666666666
FashionSigLIP,fashion200k,multicolor abstract print a-line dress,dresses,True,False,True,2,0.0
FashionSigLIP,fashion200k,floral knee-length dress,dresses,False,False,False,2,0.0
FashionSigLIP,fashion200k,black striped fit-and-flare dress,dresses,True,False,False,5,0.5592857142857144
FashionSigLIP,fashion200k,gray knee-length dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,black boutique ari sequin open back midi dress,dresses,True,True,True,4,0.8875
FashionSigLIP,fashion200k,black petite printed seamed matte jersey dress,dresses,True,True,False,4,0.027777777777777776
FashionSigLIP,fashion200k,purple toni sleeveless dress,dresses,True,False,False,8,0.1589781746031746
FashionSigLIP,fashion200k,beige lily wrap dress,dresses,True,False,True,2,0.25
FashionSigLIP,fashion200k,blue floral sateen shirtdress,dresses,True,False,False,8,0.09652777777777777
FashionSigLIP,fashion200k,blue eve lace scallop open back midi dress,dresses,True,True,True,2,0.6428571428571428
FashionSigLIP,fashion200k,gray empire dress,dresses,True,False,False,12,0.0
FashionSigLIP,fashion200k,white embroidered dress,dresses,True,True,False,4,0.0
FashionSigLIP,fashion200k,pink 3/4 sleeve cut out fitted dress,dresses,True,False,True,4,0.0625
FashionSigLIP,fashion200k,blue short-sleeved silk dress,dresses,True,True,False,4,0.0
FashionSigLIP,fashion200k,purple empire flute dress,dresses,True,False,False,11,0.0
FashionSigLIP,fashion200k,blue slow down dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,white drape neck lace dress,dresses,True,True,False,2,0.0
FashionSigLIP,fashion200k,black sleeveless shift dress,dresses,True,False,False,6,0.0
FashionSigLIP,fashion200k,white embellished sheath dress,dresses,True,False,False,2,0.0
FashionSigLIP,fashion200k,blue chiffon dress,dresses,True,True,False,3,0.0
FashionSigLIP,fashion200k,red night slip dress,dresses,True,False,False,2,0.25
FashionSigLIP,fashion200k,red twisted poplin wrap dress,dresses,True,False,True,5,0.9666666666666666
FashionSigLIP,fashion200k,black lace trim buttoned dress,dresses,True,True,False,4,0.27976190476190477
FashionSigLIP,fashion200k,blue lace paisley sheath dress,dresses,True,True,False,6,0.3333333333333333
FashionSigLIP,fashion200k,pink chevron jacquard sheath dress,dresses,True,False,False,3,1.0
FashionSigLIP,fashion200k,black striped shift dress,dresses,True,False,False,7,0.555952380952381
FashionSigLIP,fashion200k,blue seamed a-line dress,dresses,True,False,True,2,0.08333333333333333
FashionSigLIP,fashion200k,red strappy-back skater dress,dresses,True,False,False,4,1.0
FashionSigLIP,fashion200k,yellow printed crepe dress,dresses,True,False,False,4,0.03125
FashionSigLIP,fashion200k,blue embellished crepe shift dress,dresses,True,False,False,3,0.6388888888888888
FashionSigLIP,fashion200k,white stripe skater dress,dresses,True,False,False,4,1.0
FashionSigLIP,fashion200k,black midi tank dress,dresses,True,False,True,5,0.15444444444444444
FashionSigLIP,fashion200k,white clara embroidered chiffon trapeze dress slip,dresses,True,True,False,5,0.0
FashionSigLIP,fashion200k,gray viscose dress,dresses,True,False,False,2,0.0
FashionSigLIP,fashion200k,blue bell-sleeve wrap-front denim dress,dresses,True,True,True,2,1.0
FashionSigLIP,fashion200k,green double layer tank dress,dresses,True,False,False,4,0.5527777777777778
FashionSigLIP,fashion200k,red gingham midi shirt dress,dresses,True,False,True,2,0.6
FashionSigLIP,fashion200k,black two-toned jersey dress,dresses,True,True,False,4,0.0
FashionSigLIP,fashion200k,pink new jeanne geo-print wrap dress,dresses,True,False,True,5,0.9028571428571428
FashionSigLIP,fashion200k,red cotton sweatshirt dress chiffon hem,dresses,True,True,False,5,1.0
FashionSigLIP,fashion200k,black olivia off-the-shoulder gingham dress,dresses,True,False,False,4,1.0
FashionSigLIP,fashion200k,blue double knit jersey sleeveless dress,dresses,True,True,False,2,0.75
FashionSigLIP,fashion200k,black logo print sweatshirt dress,dresses,True,False,False,7,0.5210884353741496
FashionSigLIP,fashion200k,black double knit jersey dress,dresses,True,True,False,3,0.0
FashionSigLIP,fashion200k,black sleeveless mock neck swing dress,dresses,True,False,False,4,1.0
FashionSigLIP,fashion200k,beige into you slip dress,dresses,True,False,False,3,0.0
FashionSigLIP,fashion200k,blue chiffon mock neck trapeze dress,dresses,True,True,False,3,0.24444444444444446
FashionSigLIP,fashion200k,multicolor floral print shirt dress,dresses,True,False,False,5,0.4533333333333333
FashionSigLIP,fashion200k,blue gigi shirtdress,dresses,True,False,False,5,0.0
FashionSigLIP,fashion200k,black silk dress,dresses,True,True,False,2,0.0
FashionSigLIP,fashion200k,silver metallic floral poplin shirt dress,dresses,True,False,False,3,0.0
FashionSigLIP,fashion200k,beige day dress,dresses,True,False,False,3,0.0
FashionSigLIP,fashion200k,green floral cotton jersey dress,dresses,True,True,False,5,0.6433333333333333
FashionSigLIP,fashion200k,gray maria dress,dresses,True,False,False,5,0.0
FashionSigLIP,fashion200k,red eyelet cutout dress,dresses,True,False,False,4,1.0
FashionSigLIP,fashion200k,black cutout crepe mini dress,dresses,True,False,True,7,0.1761904761904762
FashionSigLIP,fashion200k,black french terry dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,multicolor autumn strappy dress,dresses,True,False,False,4,0.0
FashionSigLIP,fashion200k,blue harlie cutout pleated fit-and-flare dress,dresses,True,False,True,2,1.0
FashionSigLIP,fashion200k,blue gingham pinafore dress,dresses,True,False,False,5,0.9266666666666665
FashionSigLIP,fashion200k,blue scalloped surplice v-neck fit-and-flare dress,dresses,True,False,False,2,0.125
FashionSigLIP,fashion200k,black embroidered cotton poplin dress,dresses,True,True,False,4,0.3583333333333333
FashionSigLIP,fashion200k,white eyelet fit-and-flare dress,dresses,True,False,False,2,0.3666666666666667
FashionSigLIP,fashion200k,blue lace up hi-low hem shirt dress,dresses,True,True,False,2,0.5
FashionSigLIP,fashion200k,blue tegan silk dress,dresses,True,True,False,3,0.0
FashionSigLIP,fashion200k,red plus short-sleeve eyelet shift dress,dresses,True,False,False,2,0.325
FashionSigLIP,fashion200k,pink large grommet lace up eyelet shift dress,dresses,True,True,False,2,0.5
FashionSigLIP,fashion200k,black overall dress,dresses,True,False,False,5,0.02
FashionSigLIP,fashion200k,white wrap-front silk dress,dresses,True,True,True,3,0.6388888888888888
FashionSigLIP,fashion200k,multicolor striped polo shirt dress,dresses,True,False,False,5,1.0
